card_serial|entrances
042A42E2185081|{'2020-01-03 11:01:57': 'Arena', '2020-01-03 12:35:51': 'Santa Anastasia', '2020-01-03 13:29:38': 'Casa Giulietta', '2020-01-03 16:46:33': 'Duomo', '2020-01-04 10:49:36': 'San Zeno', '2020-01-04 12:48:50': 'Torre Lamberti', '2020-01-04 14:53:46': 'Teatro Romano'}
042A44F2185081|{'2020-02-11 11:25:04': 'Arena', '2020-02-11 12:35:30': 'Casa Giulietta', '2020-02-11 13:28:14': 'Santa Anastasia', '2020-02-11 13:44:56': 'Duomo'}
042A63E2185081|{'2020-01-02 14:52:49': 'Arena', '2020-01-02 16:02:56': 'Casa Giulietta', '2020-01-03 10:45:16': 'Santa Anastasia', '2020-01-03 11:38:30': 'Teatro Romano', '2020-01-03 12:25:31': 'Duomo', '2020-01-03 14:58:55': 'Castelvecchio'}
042A6CE2185081|{'2020-01-04 12:03:14': 'Arena', '2020-01-04 13:03:50': 'Castelvecchio', '2020-01-04 14:43:52': 'San Zeno', '2020-01-05 10:03:48': 'Teatro Romano', '2020-01-05 14:38:22': 'Palazzo della Ragione'}
042A78E2185081|{'2020-01-02 17:47:08': 'Castelvecchio', '2020-01-03 09:27:36': 'Casa Giulietta', '2020-01-03 10:39:33': 'Arena', '2020-01-03 11:41:16': 'Tomba Giulietta', '2020-01-03 15:40:45': 'Teatro Romano'}
042A95E2185081|{'2020-01-12 12:22:32': 'Arena', '2020-01-12 13:12:24': 'Casa Giulietta', '2020-01-12 13:33:50': 'Torre Lamberti', '2020-01-12 13:47:39': 'Palazzo della Ragione', '2020-01-12 14:10:50': 'Santa Anastasia', '2020-01-12 14:39:13': 'Duomo', '2020-01-12 16:43:38': 'Teatro Romano'}
042ABCE2185081|{'2020-01-02 17:47:10': 'Castelvecchio', '2020-01-03 09:27:34': 'Casa Giulietta', '2020-01-03 10:39:35': 'Arena', '2020-01-03 11:41:15': 'Tomba Giulietta', '2020-01-03 15:40:42': 'Teatro Romano'}
042AC5E2185081|{'2020-01-03 13:01:46': 'Arena', '2020-01-03 15:36:12': 'Casa Giulietta', '2020-01-03 16:59:20': 'Palazzo della Ragione', '2020-01-04 11:52:02': 'Santa Anastasia', '2020-01-04 12:34:28': 'Duomo', '2020-01-04 15:27:36': 'Teatro Romano'}
042AD2E2185081|{'2020-01-08 10:52:39': 'Tomba Giulietta', '2020-01-08 11:53:32': 'San Fermo', '2020-01-09 10:41:38': 'Arena', '2020-01-09 12:25:48': 'Santa Anastasia', '2020-01-09 13:01:20': 'Duomo', '2020-01-09 15:59:22': 'Palazzo della Ragione', '2020-01-09 17:33:44': 'Castelvecchio', '2020-01-10 10:55:15': 'Museo Storia'}
042ADAE2185081|{'2020-01-12 12:22:26': 'Arena', '2020-01-12 13:33:48': 'Torre Lamberti', '2020-01-12 13:47:41': 'Palazzo della Ragione', '2020-01-12 14:10:48': 'Santa Anastasia', '2020-01-12 14:39:12': 'Duomo', '2020-01-12 16:43:37': 'Teatro Romano'}
042B13121B6785|{'2020-01-18 10:04:38': 'Teatro Romano', '2020-01-18 11:00:24': 'Santa Anastasia', '2020-01-18 12:19:08': 'Torre Lamberti', '2020-01-18 12:46:43': 'Casa Giulietta', '2020-01-18 13:25:10': 'Arena', '2020-01-18 14:32:25': 'Castelvecchio'}
042B15E2185085|{'2020-02-08 14:52:23': 'Tomba Giulietta', '2020-02-08 15:52:24': 'San Fermo', '2020-02-08 17:39:02': 'San Zeno', '2020-02-08 18:24:09': 'Arena', '2020-02-09 11:40:13': 'Teatro Romano', '2020-02-09 14:55:36': 'Casa Giulietta', '2020-02-09 15:40:16': 'Santa Anastasia', '2020-02-09 16:18:25': 'Duomo', '2020-02-09 17:29:10': 'Castelvecchio'}
042B17121B6785|{'2020-01-12 10:33:34': 'Casa Giulietta', '2020-01-12 11:17:27': 'Torre Lamberti', '2020-01-12 11:37:50': 'Palazzo della Ragione', '2020-01-12 12:49:17': 'Teatro Romano', '2020-01-12 13:34:48': 'Duomo', '2020-01-12 15:34:58': 'Arena', '2020-01-12 16:24:06': 'Castelvecchio', '2020-01-13 16:28:56': 'San Fermo', '2020-01-13 17:13:15': 'Tomba Giulietta'}
042B1FE2185081|{'2020-01-04 16:50:46': 'Castelvecchio', '2020-01-05 10:58:25': 'Arena', '2020-01-05 12:20:49': 'Museo Lapidario', '2020-01-05 15:17:29': 'Casa Giulietta', '2020-01-05 16:31:01': 'Torre Lamberti', '2020-01-05 16:51:44': 'Palazzo della Ragione', '2020-01-05 18:02:24': 'Tomba Giulietta', '2020-01-06 11:20:53': 'Teatro Romano'}
042B2F121B6785|{'2020-02-21 12:32:12': 'Casa Giulietta', '2020-02-21 13:43:43': 'Teatro Romano', '2020-02-21 17:48:51': 'Tomba Giulietta', '2020-02-22 10:09:36': 'Arena', '2020-02-22 13:56:28': 'Duomo', '2020-02-22 15:05:14': 'Giardino Giusti', '2020-02-23 10:04:30': 'Castelvecchio'}
042B34E2185085|{'2020-02-01 09:28:15': 'Tomba Giulietta', '2020-02-01 11:34:45': 'Arena', '2020-02-01 13:18:09': 'Castelvecchio', '2020-02-02 10:53:04': 'Museo Lapidario', '2020-02-02 13:40:59': 'Palazzo della Ragione', '2020-02-02 15:31:10': 'Casa Giulietta', '2020-02-02 16:45:35': 'Santa Anastasia', '2020-02-03 10:57:03': 'San Zeno'}
042B37F2185085|{'2020-02-10 13:36:10': 'Arena', '2020-02-10 14:43:29': 'Casa Giulietta', '2020-02-10 15:25:49': 'Santa Anastasia', '2020-02-10 17:36:16': 'Teatro Romano'}
042B43E2185081|{'2020-01-02 16:35:39': 'Arena', '2020-01-02 17:22:38': 'Casa Giulietta', '2020-01-03 16:21:13': 'Torre Lamberti', '2020-01-03 16:37:38': 'Palazzo della Ragione', '2020-01-04 11:24:24': 'Tomba Giulietta', '2020-01-04 12:25:53': 'San Fermo'}
042B48E2185081|{'2020-01-05 14:38:52': 'Arena', '2020-01-06 10:25:00': 'Casa Giulietta', '2020-01-06 11:18:16': 'Torre Lamberti', '2020-01-06 11:36:02': 'Palazzo della Ragione', '2020-01-06 13:59:21': 'San Zeno', '2020-01-06 16:02:41': 'Tomba Giulietta'}
042B4CE2185081|{'2020-01-02 14:58:35': 'San Zeno', '2020-01-03 10:03:31': 'Arena', '2020-01-03 11:26:14': 'Casa Giulietta', '2020-01-03 12:20:57': 'Santa Anastasia', '2020-01-03 14:31:55': 'Duomo', '2020-01-04 11:19:35': 'Torre Lamberti', '2020-01-04 11:47:59': 'Palazzo della Ragione', '2020-01-04 12:43:35': 'San Fermo'}
042B54E2185081|{'2020-01-02 14:58:34': 'San Zeno', '2020-01-03 10:03:33': 'Arena', '2020-01-03 11:26:12': 'Casa Giulietta', '2020-01-03 12:20:59': 'Santa Anastasia', '2020-01-03 14:31:57': 'Duomo', '2020-01-04 11:19:37': 'Torre Lamberti', '2020-01-04 11:48:00': 'Palazzo della Ragione', '2020-01-04 12:43:26': 'San Fermo'}
042B60E2185081|{'2020-01-02 16:35:40': 'Arena', '2020-01-02 17:22:41': 'Casa Giulietta', '2020-01-03 16:21:11': 'Torre Lamberti', '2020-01-03 16:37:39': 'Palazzo della Ragione', '2020-01-04 11:24:20': 'Tomba Giulietta', '2020-01-04 12:25:51': 'San Fermo'}
042B64E2185081|{'2020-01-04 14:57:30': 'Arena', '2020-01-04 15:52:49': 'San Fermo', '2020-01-04 17:03:44': 'Tomba Giulietta', '2020-01-05 08:41:23': 'Casa Giulietta', '2020-01-05 09:29:57': 'Castelvecchio', '2020-01-05 12:30:51': 'San Zeno', '2020-01-05 15:34:35': 'Duomo', '2020-01-05 16:30:25': 'Santa Anastasia', '2020-01-05 17:15:35': 'Torre Lamberti', '2020-01-05 17:31:56': 'Palazzo della Ragione', '2020-01-06 09:21:45': 'Teatro Romano', '2020-01-06 10:30:12': 'Giardino Giusti'}
042B9BF2185081|{'2020-02-01 12:52:32': 'Casa Giulietta', '2020-02-01 13:39:32': 'Arena', '2020-02-01 14:20:19': 'Castelvecchio'}
042BA2121B6781|{'2020-08-17 11:56:23': 'Torre Lamberti'}
042BA54A216281|{'2020-01-25 11:38:12': 'Arena', '2020-01-25 12:39:52': 'Castelvecchio', '2020-01-25 15:24:13': 'San Zeno', '2020-01-26 10:18:26': 'Teatro Romano', '2020-01-26 12:50:17': 'Giardino Giusti', '2020-01-26 14:42:19': 'Casa Giulietta', '2020-01-26 16:18:07': 'Palazzo della Ragione', '2020-01-26 16:37:53': 'Torre Lamberti', '2020-01-27 11:19:10': 'Duomo'}
042BADF2185081|{'2020-02-22 10:16:11': 'Santa Anastasia', '2020-02-22 11:20:32': 'Duomo', '2020-02-22 14:11:50': 'Arena', '2020-02-22 15:12:49': 'Casa Giulietta'}
042BB6E2185081|{'2020-01-13 14:41:54': 'Arena', '2020-01-13 15:22:18': 'Castelvecchio', '2020-01-13 17:09:05': 'Teatro Romano', '2020-01-15 08:54:06': 'Casa Giulietta', '2020-01-15 09:38:58': 'Santa Anastasia', '2020-01-15 10:11:00': 'Duomo', '2020-01-15 11:57:11': 'San Fermo'}
042BD5E2185081|{'2020-01-02 14:55:50': 'Tomba Giulietta', '2020-01-02 16:23:18': 'Torre Lamberti', '2020-01-03 11:53:42': 'Casa Giulietta', '2020-01-03 14:50:56': 'Duomo', '2020-01-03 16:26:27': 'Teatro Romano', '2020-01-04 10:16:22': 'Castelvecchio', '2020-01-04 12:23:05': 'San Zeno'}
042BE8E2185081|{'2020-01-04 16:19:54': 'Arena', '2020-01-04 17:03:28': 'Casa Giulietta', '2020-01-05 10:03:07': 'Castelvecchio', '2020-01-05 11:42:46': 'Museo Lapidario', '2020-01-05 13:54:20': 'Tomba Giulietta', '2020-01-05 15:18:43': 'Duomo', '2020-01-05 15:57:18': 'Teatro Romano'}
042BF1E2185081|{'2020-01-04 16:19:45': 'Arena', '2020-01-04 17:03:24': 'Casa Giulietta', '2020-01-05 10:02:58': 'Castelvecchio', '2020-01-05 11:42:35': 'Museo Lapidario', '2020-01-05 13:54:14': 'Tomba Giulietta', '2020-01-05 15:57:16': 'Teatro Romano'}
042C24E2185081|{'2020-01-04 11:19:01': 'Arena', '2020-01-04 13:38:28': 'Torre Lamberti', '2020-01-05 09:52:30': 'Teatro Romano', '2020-01-05 13:05:10': 'Castelvecchio', '2020-01-05 15:57:53': 'San Zeno'}
042C29E2185085|{'2020-02-19 14:57:10': 'Casa Giulietta', '2020-02-19 15:24:56': 'Palazzo della Ragione', '2020-02-19 15:59:04': 'Arena'}
042C2D121B6785|{'2020-02-18 08:44:49': 'Arena', '2020-02-18 09:36:48': 'Museo Lapidario', '2020-02-18 11:24:39': 'Teatro Romano', '2020-02-18 15:16:38': 'San Zeno', '2020-02-18 17:13:36': 'Santa Anastasia', '2020-02-19 09:06:11': 'Casa Giulietta', '2020-02-19 11:10:09': 'Castelvecchio', '2020-02-19 16:07:06': 'Giardino Giusti'}
042C2F121B6785|{'2020-02-21 12:32:08': 'Casa Giulietta', '2020-02-21 13:43:41': 'Teatro Romano', '2020-02-21 17:48:22': 'Tomba Giulietta', '2020-02-22 10:09:52': 'Arena', '2020-02-22 13:56:22': 'Duomo', '2020-02-22 15:05:09': 'Giardino Giusti', '2020-02-23 10:04:30': 'Castelvecchio'}
042C33F2185081|{'2020-02-16 11:01:58': 'Casa Giulietta', '2020-02-16 11:55:54': 'Palazzo della Ragione', '2020-02-16 12:38:31': 'Teatro Romano', '2020-02-16 13:38:52': 'Duomo', '2020-02-16 14:32:46': 'Castelvecchio', '2020-02-16 15:27:42': 'Arena', '2020-02-16 16:17:41': 'Tomba Giulietta'}
042C4DF2185081|{'2020-02-21 10:09:45': 'Santa Anastasia', '2020-02-21 10:31:58': 'Duomo', '2020-02-21 12:32:26': 'Arena'}
042C53F2185081|{'2020-02-22 10:16:12': 'Santa Anastasia', '2020-02-22 11:20:30': 'Duomo', '2020-02-22 14:11:52': 'Arena', '2020-02-22 15:12:46': 'Casa Giulietta'}
042C56F2185081|{'2020-02-10 13:55:31': 'Casa Giulietta', '2020-02-10 15:04:26': 'Teatro Romano', '2020-02-10 16:55:02': 'Arena'}
042C58E2185081|{'2020-02-23 09:22:35': 'Arena', '2020-02-23 15:52:03': 'San Fermo'}
042C9DE2185081|{'2020-01-11 11:31:31': 'Arena', '2020-01-11 12:28:57': 'Museo Lapidario', '2020-01-11 12:50:20': 'Castelvecchio', '2020-01-11 15:53:00': 'Casa Giulietta', '2020-01-11 17:36:31': 'Tomba Giulietta', '2020-01-12 11:19:52': 'Torre Lamberti', '2020-01-12 11:50:46': 'Palazzo della Ragione'}
042CA54A216281|{'2020-01-25 12:01:59': 'Casa Giulietta', '2020-01-25 14:34:48': 'Santa Anastasia', '2020-01-25 16:18:36': 'Museo Storia', '2020-01-26 11:00:48': 'Torre Lamberti', '2020-01-26 11:35:32': 'Teatro Romano', '2020-01-26 14:01:58': 'Castelvecchio'}
042CAEE2185081|{'2020-01-03 10:15:00': 'Arena', '2020-01-03 10:56:16': 'Casa Giulietta', '2020-01-03 13:48:25': 'Torre Lamberti', '2020-01-03 15:15:34': 'Duomo', '2020-01-04 10:05:40': 'Castelvecchio', '2020-01-04 12:25:57': 'San Zeno'}
042CBBE2185081|{'2020-01-11 11:31:33': 'Arena', '2020-01-11 12:28:53': 'Museo Lapidario', '2020-01-11 12:50:22': 'Castelvecchio', '2020-01-11 15:53:19': 'Casa Giulietta', '2020-01-11 17:36:39': 'Tomba Giulietta', '2020-01-12 11:20:09': 'Torre Lamberti', '2020-01-12 11:51:13': 'Palazzo della Ragione'}
042D00F2185085|{'2020-02-15 12:21:52': 'Arena'}
042D02E2185085|{'2020-01-03 15:09:53': 'Santa Anastasia', '2020-01-03 16:37:57': 'Teatro Romano', '2020-01-04 10:01:21': 'Castelvecchio', '2020-01-04 12:20:51': 'Arena', '2020-01-04 16:49:27': 'Torre Lamberti', '2020-01-04 17:23:07': 'Casa Giulietta', '2020-01-05 11:19:43': 'Palazzo della Ragione'}
042D10F2185085|{'2020-02-18 16:36:20': 'Casa Giulietta', '2020-02-18 17:52:16': 'Arena'}
042D21F2185085|{'2020-02-15 12:19:05': 'Arena', '2020-02-15 13:17:41': 'Museo Lapidario', '2020-02-15 14:13:00': 'Casa Giulietta', '2020-02-15 15:44:20': 'Tomba Giulietta'}
042D23E2185081|{'2020-02-20 10:35:55': 'Casa Giulietta', '2020-02-20 12:26:03': 'Palazzo della Ragione', '2020-02-20 15:35:20': 'Teatro Romano', '2020-02-21 09:01:56': 'Tomba Giulietta', '2020-02-21 10:26:20': 'Arena'}
042D27E2185081|{'2020-01-01 13:17:24': 'Torre Lamberti'}
042D2CE2185085|{'2020-01-02 14:45:02': 'Castelvecchio', '2020-01-03 10:58:40': 'Teatro Romano', '2020-01-03 12:03:36': 'Santa Anastasia', '2020-01-03 14:04:21': 'Torre Lamberti', '2020-01-03 14:18:30': 'Palazzo della Ragione', '2020-01-03 15:41:16': 'Arena', '2020-01-03 16:46:50': 'Duomo', '2020-01-04 10:02:56': 'San Zeno', '2020-01-04 14:17:35': 'Giardino Giusti'}
042D2D121B6785|{'2020-02-18 08:45:02': 'Arena', '2020-02-18 09:37:00': 'Museo Lapidario', '2020-02-18 11:24:43': 'Teatro Romano', '2020-02-18 15:16:17': 'San Zeno', '2020-02-18 17:11:01': 'Santa Anastasia', '2020-02-19 09:07:11': 'Casa Giulietta', '2020-02-19 11:09:56': 'Castelvecchio'}
042D31E2185085|{'2020-01-02 14:45:05': 'Castelvecchio', '2020-01-03 10:58:37': 'Teatro Romano', '2020-01-03 12:03:25': 'Santa Anastasia', '2020-01-03 14:04:22': 'Torre Lamberti', '2020-01-03 14:18:27': 'Palazzo della Ragione', '2020-01-03 15:41:19': 'Arena', '2020-01-03 16:46:53': 'Duomo', '2020-01-04 10:03:00': 'San Zeno', '2020-01-04 14:17:58': 'Giardino Giusti'}
042D34E2185081|{'2020-01-01 14:03:02': 'Duomo', '2020-01-01 15:06:13': 'Santa Anastasia'}
042D3AE2185085|{'2020-01-01 15:10:25': 'Torre Lamberti', '2020-01-02 12:57:12': 'Casa Giulietta'}
042D4CE2185081|{'2020-01-01 11:35:38': 'Torre Lamberti', '2020-01-01 14:15:15': 'Castelvecchio', '2020-01-01 15:47:20': 'Duomo', '2020-01-02 12:14:44': 'Tomba Giulietta'}
042D65E2185081|{'2020-01-02 16:24:14': 'Arena', '2020-01-03 10:01:11': 'Casa Giulietta', '2020-01-03 10:36:46': 'Torre Lamberti', '2020-01-03 11:56:26': 'Tomba Giulietta', '2020-01-03 15:43:40': 'Castelvecchio', '2020-01-04 10:10:14': 'Teatro Romano'}
042D71E2185081|{'2020-01-01 11:18:42': 'Torre Lamberti', '2020-01-01 13:49:42': 'Casa Giulietta', '2020-01-01 14:17:17': 'Arena', '2020-01-01 15:35:58': 'Castelvecchio'}
042D8FE2185081|{'2020-02-14 16:37:12': 'Tomba Giulietta', '2020-02-14 17:15:23': 'Arena', '2020-02-15 13:07:08': 'Casa Giulietta', '2020-02-15 14:12:04': 'Duomo', '2020-02-15 15:36:09': 'Teatro Romano'}
042D91E2185081|{'2020-02-21 09:22:21': 'Casa Giulietta', '2020-02-21 10:01:37': 'Palazzo della Ragione', '2020-02-21 10:36:08': 'Santa Anastasia', '2020-02-21 11:35:54': 'Teatro Romano', '2020-02-21 13:20:23': 'Arena', '2020-02-22 10:45:36': 'Tomba Giulietta'}
042DACE2185081|{'2020-02-14 16:37:13': 'Tomba Giulietta', '2020-02-14 17:15:21': 'Arena', '2020-02-15 13:07:07': 'Casa Giulietta', '2020-02-15 14:12:05': 'Duomo', '2020-02-15 15:36:07': 'Teatro Romano'}
042DD2F2185081|{'2020-02-15 12:43:35': 'Arena', '2020-02-15 13:34:04': 'Casa Giulietta', '2020-02-15 15:05:40': 'Castelvecchio'}
042DDAF2185081|{'2020-02-09 11:42:12': 'Arena'}
042DDBE2185081|{'2020-01-26 13:51:36': 'Palazzo della Ragione', '2020-01-26 14:45:46': 'Torre Lamberti', '2020-01-26 16:27:51': 'Casa Giulietta', '2020-01-26 17:02:31': 'San Fermo', '2020-01-27 12:44:34': 'Duomo', '2020-01-27 13:31:54': 'Santa Anastasia', '2020-01-27 14:07:00': 'Arena', '2020-01-27 16:22:29': 'San Zeno', '2020-01-27 17:13:31': 'Castelvecchio'}
042DE7F2185081|{'2020-02-18 17:30:03': 'Arena', '2020-02-19 10:58:12': 'Casa Giulietta', '2020-02-19 11:30:52': 'Teatro Romano', '2020-02-19 12:45:49': 'Duomo', '2020-02-19 14:31:35': 'San Zeno', '2020-02-19 15:36:31': 'San Fermo'}
042DEFF2185081|{'2020-02-18 17:30:01': 'Arena', '2020-02-19 10:58:13': 'Casa Giulietta', '2020-02-19 11:30:49': 'Teatro Romano', '2020-02-19 12:45:47': 'Duomo', '2020-02-19 14:31:33': 'San Zeno', '2020-02-19 15:36:29': 'San Fermo'}
042DF2F2185081|{'2020-02-16 11:52:25': 'Casa Giulietta', '2020-02-16 14:52:21': 'Arena', '2020-02-16 16:01:30': 'Tomba Giulietta'}
042DF5E2185081|{'2020-01-02 13:37:50': 'Arena', '2020-01-02 16:32:04': 'San Fermo', '2020-01-02 17:43:27': 'Casa Giulietta', '2020-01-03 11:11:26': 'Torre Lamberti', '2020-01-03 12:39:35': 'Santa Anastasia', '2020-01-03 13:27:49': 'Duomo', '2020-01-03 16:00:46': 'Teatro Romano', '2020-01-03 18:15:24': 'Castelvecchio'}
042E12121B6785|{'2020-01-11 11:15:28': 'Arena', '2020-01-11 12:29:48': 'Castelvecchio', '2020-01-11 15:35:01': 'Casa Giulietta', '2020-01-12 12:35:26': 'Teatro Romano', '2020-01-12 17:05:11': 'San Fermo'}
042E1AE2185085|{'2020-02-22 16:39:27': 'Casa Giulietta', '2020-02-23 12:54:36': 'Teatro Romano', '2020-02-23 14:10:42': 'Santa Anastasia', '2020-02-23 16:23:49': 'San Zeno', '2020-02-23 17:19:09': 'Castelvecchio', '2020-02-23 18:23:39': 'Arena'}
042E20E2185085|{'2020-01-03 12:00:03': 'Castelvecchio', '2020-01-03 14:32:56': 'Arena', '2020-01-03 15:09:57': 'Casa Giulietta', '2020-01-03 16:05:36': 'Museo Storia', '2020-01-03 16:26:12': 'San Fermo', '2020-01-03 17:31:48': 'Santa Anastasia', '2020-01-04 10:03:19': 'San Zeno', '2020-01-04 12:33:14': 'Tomba Giulietta'}
042E29E2185085|{'2020-01-03 11:33:36': 'Castelvecchio', '2020-01-03 14:18:17': 'Palazzo della Ragione', '2020-01-03 16:20:07': 'San Fermo', '2020-01-04 11:18:17': 'Torre Lamberti', '2020-01-04 12:28:21': 'Giardino Giusti', '2020-01-04 14:41:09': 'Santa Anastasia', '2020-01-04 15:23:58': 'Teatro Romano', '2020-01-04 16:45:29': 'Duomo', '2020-01-05 09:36:35': 'Arena'}
042E36E2185081|{'2020-02-22 10:04:37': 'Casa Giulietta', '2020-02-22 11:32:04': 'Arena', '2020-02-22 12:28:48': 'Castelvecchio', '2020-02-23 11:40:20': 'Teatro Romano', '2020-02-23 14:12:55': 'Santa Anastasia', '2020-02-23 14:39:31': 'Duomo', '2020-02-23 15:28:56': 'San Fermo'}
042E3AE2185081|{'2020-01-01 13:32:54': 'Castelvecchio', '2020-01-01 15:20:05': 'Arena', '2020-01-02 10:22:18': 'Torre Lamberti', '2020-01-02 10:58:53': 'San Fermo', '2020-01-02 11:58:35': 'Santa Anastasia', '2020-01-02 12:50:32': 'Duomo'}
042E3AE2185085|{'2020-01-02 12:21:36': 'Castelvecchio', '2020-01-02 15:58:50': 'Torre Lamberti', '2020-01-02 16:33:17': 'Casa Giulietta', '2020-01-02 17:18:50': 'Arena', '2020-01-03 10:57:21': 'San Zeno', '2020-01-03 12:40:14': 'Duomo', '2020-01-03 15:07:57': 'Santa Anastasia', '2020-01-04 11:19:05': 'Tomba Giulietta'}
042E5FE2185081|{'2020-02-01 16:16:59': 'Arena', '2020-02-01 16:54:34': 'Castelvecchio', '2020-02-02 11:40:34': 'Casa Giulietta', '2020-02-02 12:17:40': 'Palazzo della Ragione', '2020-02-02 14:20:00': 'Santa Anastasia'}
042E61F2185081|{'2020-02-16 12:35:13': 'Palazzo della Ragione', '2020-02-16 13:34:32': 'Casa Giulietta', '2020-02-16 15:30:21': 'Arena', '2020-02-16 16:40:21': 'Duomo', '2020-02-16 16:57:29': 'Santa Anastasia'}
042E70E2185081|{'2020-02-04 13:52:29': 'Castelvecchio', '2020-02-05 10:10:06': 'Arena'}
042E76E2185081|{'2020-01-06 11:46:24': 'Arena', '2020-01-06 13:50:39': 'Castelvecchio', '2020-01-07 10:23:55': 'Teatro Romano', '2020-01-07 12:19:31': 'Palazzo della Ragione', '2020-01-07 13:14:10': 'Torre Lamberti', '2020-01-07 13:59:09': 'Casa Giulietta'}
042E8AE2185081|{'2020-01-05 09:48:22': 'Casa Giulietta', '2020-01-05 17:30:53': 'Castelvecchio'}
042E98E2185081|{'2020-02-12 14:35:40': 'Arena', '2020-02-12 15:28:47': 'Casa Giulietta', '2020-02-12 16:32:54': 'Santa Anastasia', '2020-02-13 10:45:00': 'Castelvecchio', '2020-02-14 11:04:08': 'Duomo'}
042EA2E2185081|{'2020-02-10 11:20:03': 'Santa Anastasia', '2020-02-10 13:59:05': 'Casa Giulietta', '2020-02-11 09:34:49': 'Arena', '2020-02-11 11:13:42': 'Castelvecchio', '2020-02-11 13:42:26': 'Palazzo della Ragione', '2020-02-11 14:40:04': 'Teatro Romano'}
042EA4E2185081|{'2020-01-03 13:47:33': 'Arena', '2020-01-03 15:07:42': 'Castelvecchio', '2020-01-03 17:16:10': 'Casa Giulietta', '2020-01-05 10:55:23': 'Teatro Romano'}
042EBCE2185081|{'2020-01-01 15:43:45': 'Casa Giulietta', '2020-01-01 16:36:00': 'Torre Lamberti'}
042F12121B6785|{'2020-01-11 11:15:24': 'Arena', '2020-01-11 12:29:50': 'Castelvecchio', '2020-01-11 15:34:59': 'Casa Giulietta', '2020-01-12 12:35:23': 'Teatro Romano', '2020-01-12 17:05:14': 'San Fermo'}
042F13121B6784|{'2020-01-02 17:26:59': 'Castelvecchio', '2020-01-03 10:50:48': 'Museo Lapidario', '2020-01-03 12:07:19': 'Tomba Giulietta', '2020-01-03 15:06:24': 'Casa Giulietta', '2020-01-03 16:42:56': 'Torre Lamberti', '2020-01-03 17:05:06': 'Palazzo della Ragione', '2020-01-04 10:48:19': 'San Fermo', '2020-01-04 13:15:28': 'Duomo', '2020-01-04 15:03:01': 'Teatro Romano'}
042F17E2185085|{'2020-01-02 11:35:51': 'Castelvecchio', '2020-01-02 14:50:03': 'Santa Anastasia', '2020-01-02 15:19:57': 'Duomo', '2020-01-02 16:42:03': 'San Fermo', '2020-01-02 18:21:37': 'Arena', '2020-01-03 12:03:09': 'San Zeno', '2020-01-03 15:33:44': 'Torre Lamberti'}
042F1BE2185085|{'2020-01-03 11:33:37': 'Castelvecchio', '2020-01-03 14:18:19': 'Palazzo della Ragione', '2020-01-03 16:20:06': 'San Fermo', '2020-01-03 17:03:26': 'Casa Giulietta', '2020-01-04 11:18:20': 'Torre Lamberti', '2020-01-04 12:28:24': 'Giardino Giusti', '2020-01-04 14:41:11': 'Santa Anastasia', '2020-01-04 15:23:55': 'Teatro Romano', '2020-01-04 16:45:31': 'Duomo', '2020-01-05 09:36:33': 'Arena'}
042F1DE2185081|{'2020-01-01 15:01:39': 'Torre Lamberti', '2020-01-02 09:56:05': 'Santa Anastasia', '2020-01-02 10:58:16': 'Teatro Romano', '2020-01-02 11:32:13': 'Giardino Giusti', '2020-01-02 14:11:58': 'Tomba Giulietta'}
042F20E2185081|{'2020-01-18 16:53:35': 'Palazzo della Ragione', '2020-01-18 17:46:26': 'Casa Giulietta', '2020-01-19 11:15:04': 'Arena', '2020-01-19 12:04:21': 'Castelvecchio', '2020-01-19 14:44:26': 'Santa Anastasia', '2020-01-19 16:56:26': 'Teatro Romano', '2020-01-20 11:36:42': 'Torre Lamberti'}
042F27E2185085|{'2020-01-01 15:52:10': 'Arena'}
042F2C121B6785|{'2020-02-19 10:27:38': 'Arena', '2020-02-19 11:27:29': 'Casa Giulietta', '2020-02-19 13:32:44': 'Santa Anastasia', '2020-02-19 14:19:45': 'Teatro Romano', '2020-02-20 10:21:42': 'Castelvecchio', '2020-02-20 14:05:07': 'Duomo'}
042F2DE2185085|{'2020-03-06 11:04:57': 'Casa Giulietta', '2020-03-06 12:44:00': 'Teatro Romano'}
042F32E2185081|{'2020-01-01 15:01:41': 'Torre Lamberti', '2020-01-02 09:56:07': 'Santa Anastasia', '2020-01-02 10:58:14': 'Teatro Romano', '2020-01-02 11:32:10': 'Giardino Giusti', '2020-01-02 13:34:13': 'San Fermo', '2020-01-02 14:11:56': 'Tomba Giulietta'}
042F4EE2185081|{'2020-01-02 10:16:34': 'Arena', '2020-01-02 11:00:57': 'Castelvecchio', '2020-01-02 13:00:11': 'Torre Lamberti', '2020-01-02 13:58:39': 'Casa Giulietta', '2020-01-02 14:34:38': 'San Fermo', '2020-01-02 15:30:56': 'Museo Storia', '2020-01-02 17:10:14': 'Tomba Giulietta', '2020-01-03 10:14:04': 'San Zeno', '2020-01-03 12:03:00': 'Duomo', '2020-01-03 13:44:10': 'Teatro Romano'}
042F57E2185081|{'2020-01-01 14:43:34': 'Castelvecchio'}
