card_serial|entrances
04BC33F2185080|{'2020-01-03 09:23:10': 'Arena', '2020-01-03 10:37:19': 'Casa Giulietta', '2020-01-03 12:41:00': 'Torre Lamberti', '2020-01-03 13:58:37': 'Santa Anastasia'}
04BC38F2185084|{'2020-01-02 10:32:51': 'Arena', '2020-01-02 11:31:28': 'Castelvecchio', '2020-01-02 14:01:50': 'Duomo', '2020-01-02 16:29:21': 'Casa Giulietta'}
04BC3BF2185080|{'2020-01-12 15:49:47': 'Arena', '2020-01-12 16:23:14': 'Casa Giulietta', '2020-01-12 16:58:32': 'Torre Lamberti', '2020-01-12 17:27:02': 'Santa Anastasia', '2020-01-13 09:57:46': 'San Zeno'}
04BC44F2185084|{'2020-02-14 11:43:24': 'Arena', '2020-02-14 13:01:14': 'Casa Giulietta', '2020-02-14 13:36:41': 'Palazzo della Ragione', '2020-02-14 14:49:26': 'Santa Anastasia', '2020-02-14 15:29:42': 'Duomo', '2020-02-14 16:57:09': 'Teatro Romano'}
04BC47F2185084|{'2020-01-14 10:16:36': 'Arena', '2020-01-14 10:51:23': 'Museo Lapidario', '2020-01-14 11:24:36': 'Castelvecchio', '2020-01-14 13:55:58': 'Casa Giulietta', '2020-01-14 14:35:19': 'Torre Lamberti', '2020-01-14 14:57:05': 'Palazzo della Ragione', '2020-01-14 15:46:48': 'Santa Anastasia', '2020-01-14 16:10:49': 'Duomo', '2020-01-14 16:43:54': 'Teatro Romano', '2020-01-15 09:18:37': 'Tomba Giulietta'}
04BC4BF2185084|{'2020-02-23 10:17:18': 'Castelvecchio', '2020-02-23 11:51:31': 'Arena', '2020-02-23 13:07:16': 'San Zeno', '2020-02-23 15:11:59': 'Duomo', '2020-02-23 16:29:22': 'Teatro Romano', '2020-02-23 17:30:26': 'Santa Anastasia'}
04BC4DF2185080|{'2020-01-02 10:32:46': 'Arena', '2020-01-02 11:31:23': 'Castelvecchio', '2020-01-02 13:21:07': 'Santa Anastasia', '2020-01-02 14:01:48': 'Duomo', '2020-01-02 16:29:25': 'Casa Giulietta'}
04BC54F2185080|{'2020-01-11 14:22:43': 'Arena', '2020-01-11 15:55:30': 'Casa Giulietta'}
04BC5CF2185080|{'2020-01-09 10:00:54': 'Arena', '2020-01-09 10:57:27': 'Tomba Giulietta', '2020-01-09 12:12:25': 'Castelvecchio', '2020-01-09 15:11:23': 'Teatro Romano', '2020-01-09 16:31:11': 'Duomo'}
04BC60F2185080|{'2020-02-08 10:14:47': 'Arena', '2020-02-08 10:49:50': 'Museo Lapidario', '2020-02-08 11:10:36': 'Castelvecchio', '2020-02-08 14:28:27': 'Duomo', '2020-02-08 15:11:00': 'Santa Anastasia', '2020-02-08 17:06:30': 'Casa Giulietta'}
04BC67F2185080|{'2020-01-03 09:23:08': 'Arena', '2020-01-03 10:37:21': 'Casa Giulietta', '2020-01-03 12:40:58': 'Torre Lamberti', '2020-01-03 13:58:43': 'Santa Anastasia'}
04BC6EF2185080|{'2020-02-22 12:59:14': 'Arena', '2020-02-22 15:23:49': 'Casa Giulietta'}
04BC70F2185080|{'2020-02-10 11:16:56': 'San Zeno', '2020-02-10 13:39:35': 'Arena', '2020-02-10 14:17:30': 'Casa Giulietta', '2020-02-10 14:59:18': 'Santa Anastasia', '2020-02-10 15:39:16': 'Teatro Romano'}
04BC7FF2185080|{'2020-01-07 10:08:57': 'Arena', '2020-01-07 11:30:17': 'Casa Giulietta', '2020-01-07 12:05:35': 'Santa Anastasia', '2020-01-07 12:42:15': 'Duomo', '2020-01-07 14:05:57': 'Torre Lamberti', '2020-01-07 14:20:40': 'Palazzo della Ragione', '2020-01-07 16:07:52': 'San Fermo'}
04BC86F2185080|{'2020-01-07 10:09:00': 'Arena', '2020-01-07 11:30:15': 'Casa Giulietta', '2020-01-07 12:05:32': 'Santa Anastasia', '2020-01-07 12:42:17': 'Duomo', '2020-01-07 14:05:55': 'Torre Lamberti', '2020-01-07 14:20:31': 'Palazzo della Ragione', '2020-01-07 16:07:54': 'San Fermo'}
04BC8EF2185080|{'2020-02-22 14:20:13': 'Arena', '2020-02-22 15:06:59': 'Casa Giulietta'}
04BC8FF2185080|{'2020-01-03 15:10:39': 'Duomo', '2020-01-03 16:49:43': 'San Zeno'}
04BC95F2185080|{'2020-01-07 09:48:12': 'Arena', '2020-01-07 10:46:46': 'Santa Anastasia', '2020-01-07 11:23:44': 'Torre Lamberti', '2020-01-07 11:42:22': 'Palazzo della Ragione', '2020-01-07 12:15:08': 'Casa Giulietta', '2020-01-07 14:09:42': 'Castelvecchio'}
04BC9AF2185080|{'2020-02-10 11:53:26': 'San Fermo', '2020-02-10 13:14:21': 'Santa Anastasia', '2020-02-10 13:53:35': 'Duomo', '2020-02-10 15:28:19': 'Teatro Romano', '2020-02-10 16:29:20': 'Casa Giulietta', '2020-02-10 16:58:06': 'Arena'}
04BC9CF2185080|{'2020-01-17 09:39:31': 'Arena', '2020-01-17 10:39:39': 'Museo Lapidario', '2020-01-17 10:55:12': 'Castelvecchio', '2020-01-17 12:32:28': 'San Zeno', '2020-01-17 13:18:20': 'Duomo', '2020-01-17 14:32:44': 'Teatro Romano', '2020-01-17 15:23:34': 'Santa Anastasia', '2020-01-17 15:58:16': 'Torre Lamberti', '2020-01-17 16:11:57': 'Palazzo della Ragione', '2020-01-17 16:27:27': 'Casa Giulietta', '2020-01-17 17:41:54': 'Tomba Giulietta'}
04BCA1F2185080|{'2020-02-11 13:53:54': 'Arena', '2020-02-11 14:41:12': 'Duomo', '2020-02-11 16:03:38': 'Castelvecchio', '2020-02-11 17:21:13': 'Casa Giulietta', '2020-02-12 10:20:10': 'Casa Giulietta'}
04BCA2F2185080|{'2020-02-08 09:47:06': 'Arena', '2020-02-08 11:32:12': 'Duomo', '2020-02-08 12:46:54': 'Santa Anastasia', '2020-02-08 14:20:18': 'Casa Giulietta'}
04BCA7F2185080|{'2020-01-04 09:34:46': 'Arena', '2020-01-04 10:19:13': 'Castelvecchio', '2020-01-04 12:04:49': 'Casa Giulietta', '2020-01-04 15:41:26': 'Duomo', '2020-01-04 16:01:38': 'Santa Anastasia', '2020-01-04 16:51:32': 'Torre Lamberti'}
04BCAAF2185080|{'2020-02-22 09:48:33': 'Castelvecchio', '2020-02-22 10:58:01': 'Arena', '2020-02-22 11:44:21': 'Palazzo della Ragione', '2020-02-22 12:26:47': 'Casa Giulietta', '2020-02-22 13:16:38': 'Santa Anastasia', '2020-02-22 14:01:01': 'Duomo', '2020-02-22 14:58:33': 'San Zeno'}
04BCAEF2185080|{'2020-01-02 14:04:38': 'Arena', '2020-01-02 15:04:02': 'Casa Giulietta', '2020-01-02 16:28:31': 'Duomo'}
04BCB4F2185080|{'2020-01-18 09:39:00': 'Arena', '2020-01-18 10:27:01': 'Casa Giulietta', '2020-01-18 11:09:38': 'Palazzo della Ragione', '2020-01-18 11:41:39': 'Torre Lamberti', '2020-01-19 09:19:47': 'Teatro Romano'}
04BCC2F2185080|{'2020-02-09 16:00:59': 'Teatro Romano', '2020-02-09 16:55:28': 'Santa Anastasia', '2020-02-09 17:29:01': 'Arena', '2020-02-09 18:01:25': 'Castelvecchio'}
04BCC3F2185080|{'2020-02-05 13:39:02': 'Arena', '2020-02-05 14:46:09': 'Casa Giulietta', '2020-02-05 15:47:08': 'Tomba Giulietta'}
04BCCAF2185080|{'2020-02-06 10:54:24': 'Palazzo della Ragione', '2020-02-06 11:40:34': 'Santa Anastasia', '2020-02-06 12:40:08': 'Teatro Romano', '2020-02-06 14:57:50': 'Duomo'}
04BCD8F2185080|{'2020-01-12 10:11:03': 'Arena', '2020-01-12 11:02:40': 'Casa Giulietta', '2020-01-12 11:42:43': 'Torre Lamberti', '2020-01-12 11:59:03': 'Palazzo della Ragione', '2020-01-12 14:05:36': 'Duomo', '2020-01-12 16:26:01': 'Museo Storia'}
04BCDCF2185080|{'2020-02-10 12:25:29': 'San Fermo', '2020-02-10 13:31:06': 'Arena', '2020-02-10 14:14:49': 'Castelvecchio'}
04BCDDF2185080|{'2020-01-14 10:33:56': 'Arena', '2020-01-14 11:34:41': 'Casa Giulietta'}
04BCE6F2185080|{'2020-01-03 13:51:19': 'Torre Lamberti', '2020-01-03 15:01:23': 'Casa Giulietta'}
04BCF3F2185080|{'2020-02-22 11:30:33': 'Castelvecchio', '2020-02-22 13:40:46': 'Casa Giulietta', '2020-02-22 17:43:17': 'Arena'}
04BD00F2185084|{'2020-02-05 13:37:22': 'Arena', '2020-02-05 14:33:41': 'Castelvecchio', '2020-02-05 17:22:57': 'Casa Giulietta'}
04BD07F2185080|{'2020-02-11 16:59:09': 'Arena', '2020-02-11 17:35:03': 'Casa Giulietta', '2020-02-12 10:11:29': 'Palazzo della Ragione', '2020-02-12 11:06:10': 'Castelvecchio', '2020-02-12 13:23:29': 'Duomo'}
04BD08F2185080|{'2020-02-12 11:38:20': 'Arena', '2020-02-12 12:52:55': 'Casa Giulietta', '2020-02-12 13:21:58': 'Palazzo della Ragione', '2020-02-12 15:21:05': 'San Fermo', '2020-02-12 16:25:30': 'Teatro Romano'}
04BD0DF2185080|{'2020-01-28 13:19:58': 'Castelvecchio', '2020-01-28 14:47:21': 'Tomba Giulietta', '2020-01-28 15:49:01': 'Casa Giulietta', '2020-01-28 16:16:11': 'Santa Anastasia', '2020-01-28 16:50:24': 'Teatro Romano'}
04BD0EF2185080|{'2020-02-14 11:43:26': 'Arena', '2020-02-14 13:04:16': 'Casa Giulietta', '2020-02-14 13:37:08': 'Palazzo della Ragione', '2020-02-14 14:49:39': 'Santa Anastasia', '2020-02-14 15:30:05': 'Duomo', '2020-02-14 16:57:23': 'Teatro Romano'}
04BD0FF2185080|{'2020-02-12 12:51:52': 'Arena', '2020-02-12 14:57:33': 'Casa Giulietta'}
04BD0FF2185084|{'2020-02-22 11:48:13': 'Castelvecchio', '2020-02-22 12:54:05': 'Arena', '2020-02-22 13:51:20': 'Casa Giulietta', '2020-02-22 15:59:33': 'Duomo', '2020-02-22 16:23:47': 'Teatro Romano', '2020-02-22 17:19:44': 'Santa Anastasia'}
04BD10F2185080|{'2020-02-06 11:29:41': 'Arena', '2020-02-06 12:28:19': 'San Fermo', '2020-02-06 13:02:59': 'Casa Giulietta', '2020-02-06 14:17:15': 'Santa Anastasia', '2020-02-06 15:35:05': 'Duomo'}
04BD10F2185084|{'2020-02-05 13:37:20': 'Arena', '2020-02-05 14:33:44': 'Castelvecchio', '2020-02-05 17:22:59': 'Casa Giulietta'}
04BD13F2185080|{'2020-02-22 14:20:11': 'Arena', '2020-02-22 15:06:57': 'Casa Giulietta'}
04BD15F2185080|{'2020-02-22 14:20:09': 'Arena'}
04BD16F2185080|{'2020-02-17 16:45:11': 'Arena', '2020-02-18 11:21:33': 'Teatro Romano', '2020-02-18 12:46:12': 'Santa Anastasia', '2020-02-18 14:58:26': 'Casa Giulietta', '2020-02-18 15:38:02': 'San Fermo'}
04BD16F2185084|{'2020-02-11 12:50:50': 'Arena', '2020-02-11 14:25:44': 'Casa Giulietta', '2020-02-11 15:00:40': 'Santa Anastasia'}
04BD17F2185080|{'2020-02-17 13:34:17': 'Arena', '2020-02-17 14:45:47': 'Casa Giulietta', '2020-02-17 15:48:15': 'San Fermo'}
04BD18F2185084|{'2020-02-15 10:10:51': 'Arena', '2020-02-15 11:37:00': 'Casa Giulietta', '2020-02-15 12:27:13': 'Palazzo della Ragione', '2020-02-15 13:54:38': 'Castelvecchio', '2020-02-15 15:16:20': 'Teatro Romano', '2020-02-15 16:44:31': 'Santa Anastasia'}
04BD1CF2185080|{'2020-01-10 10:50:51': 'Arena', '2020-01-10 11:44:47': 'Casa Giulietta', '2020-01-10 15:05:28': 'Duomo', '2020-01-10 16:28:50': 'Castelvecchio'}
04BD1EF2185080|{'2020-02-13 11:55:20': 'Arena', '2020-02-13 12:59:57': 'Castelvecchio', '2020-02-13 15:11:29': 'Casa Giulietta', '2020-02-13 17:09:41': 'Santa Anastasia'}
04BD1FF2185080|{'2020-02-11 17:07:46': 'Arena', '2020-02-11 18:02:49': 'Casa Giulietta', '2020-02-12 10:51:17': 'Museo Lapidario', '2020-02-12 11:16:25': 'Castelvecchio', '2020-02-12 13:40:16': 'San Zeno', '2020-02-12 16:06:19': 'Santa Anastasia'}
04BD1FF2185084|{'2020-02-15 11:44:34': 'Arena', '2020-02-15 13:08:21': 'Casa Giulietta', '2020-02-15 16:52:42': 'Tomba Giulietta', '2020-02-15 18:05:42': 'Castelvecchio'}
04BD20F2185080|{'2020-02-22 14:25:24': 'Palazzo della Ragione', '2020-02-22 15:15:22': 'Casa Giulietta', '2020-02-22 16:01:06': 'Teatro Romano', '2020-02-23 10:07:22': 'Arena', '2020-02-23 11:02:39': 'Castelvecchio', '2020-02-23 12:30:44': 'Tomba Giulietta'}
04BD21F2185084|{'2020-02-15 11:47:39': 'Arena', '2020-02-15 13:20:45': 'Casa Giulietta', '2020-02-15 16:06:13': 'Castelvecchio', '2020-02-15 17:19:55': 'San Zeno'}
04BD22F2185080|{'2020-01-12 15:49:49': 'Arena', '2020-01-12 16:23:09': 'Casa Giulietta', '2020-01-12 16:58:41': 'Torre Lamberti', '2020-01-12 17:27:12': 'Santa Anastasia', '2020-01-13 09:57:50': 'San Zeno'}
04BD23F2185080|{'2020-01-12 10:35:44': 'Arena', '2020-01-12 11:28:01': 'Museo Lapidario', '2020-01-12 12:15:24': 'Castelvecchio', '2020-01-12 15:33:18': 'Casa Giulietta', '2020-01-12 16:18:07': 'Santa Anastasia'}
04BD27F2185080|{'2020-02-17 13:34:01': 'Arena', '2020-02-17 14:45:51': 'Casa Giulietta', '2020-02-17 15:48:11': 'San Fermo', '2020-02-17 16:59:19': 'Santa Anastasia'}
04BD27F2185084|{'2020-02-15 11:44:32': 'Arena', '2020-02-15 13:08:18': 'Casa Giulietta', '2020-02-15 16:52:43': 'Tomba Giulietta', '2020-02-15 18:05:40': 'Castelvecchio'}
04BD28F2185080|{'2020-02-14 12:40:19': 'Arena', '2020-02-14 13:57:35': 'Casa Giulietta'}
04BD2FF2185080|{'2020-02-17 13:39:29': 'Arena', '2020-02-17 14:39:33': 'Castelvecchio', '2020-02-17 17:30:52': 'Tomba Giulietta'}
04BD2FF2185084|{'2020-02-09 16:01:10': 'Teatro Romano', '2020-02-09 16:56:02': 'Santa Anastasia', '2020-02-09 17:29:05': 'Arena', '2020-02-09 18:01:20': 'Castelvecchio'}
04BD30F2185080|{'2020-02-06 11:29:46': 'Arena', '2020-02-06 12:28:12': 'San Fermo', '2020-02-06 13:02:57': 'Casa Giulietta', '2020-02-06 14:17:13': 'Santa Anastasia', '2020-02-06 15:34:58': 'Duomo'}
04BD32F2185080|{'2020-02-22 12:35:47': 'Arena', '2020-02-22 14:11:20': 'Palazzo della Ragione', '2020-02-22 14:27:10': 'Casa Giulietta'}
04BD37F2185084|{'2020-02-18 11:33:25': 'Arena', '2020-02-18 12:23:39': 'Casa Giulietta', '2020-02-18 13:37:52': 'Tomba Giulietta'}
04BD38F2185084|{'2020-02-22 16:37:23': 'Arena', '2020-02-22 17:47:23': 'Casa Giulietta', '2020-02-23 14:14:16': 'Teatro Romano'}
04BD39121B6784|{'2020-02-08 16:59:32': 'Arena', '2020-02-09 10:37:34': 'Casa Giulietta', '2020-02-09 12:38:32': 'Castelvecchio', '2020-02-10 11:42:24': 'San Zeno'}
04BD3AF2185080|{'2020-01-14 10:16:37': 'Arena', '2020-01-14 10:51:16': 'Museo Lapidario', '2020-01-14 11:24:35': 'Castelvecchio', '2020-01-14 13:56:09': 'Casa Giulietta', '2020-01-14 14:35:22': 'Torre Lamberti', '2020-01-14 14:57:17': 'Palazzo della Ragione', '2020-01-14 15:46:54': 'Santa Anastasia', '2020-01-14 16:10:45': 'Duomo', '2020-01-14 16:44:00': 'Teatro Romano', '2020-01-15 09:18:45': 'Tomba Giulietta'}
04BD3CF2185080|{'2020-01-03 11:56:51': 'Arena', '2020-01-03 13:19:43': 'Casa Giulietta', '2020-01-03 16:18:41': 'Torre Lamberti', '2020-01-03 18:38:18': 'Castelvecchio', '2020-01-04 10:19:48': 'San Zeno', '2020-01-04 11:17:57': 'Tomba Giulietta'}
04BD3EF2185080|{'2020-02-06 11:50:51': 'Arena', '2020-02-06 12:40:44': 'San Zeno', '2020-02-06 14:31:03': 'Castelvecchio', '2020-02-06 15:40:43': 'Casa Giulietta', '2020-02-06 16:36:29': 'Duomo', '2020-02-06 18:01:41': 'Teatro Romano'}
04BD3EF2185084|{'2020-01-03 12:02:18': 'Arena', '2020-01-03 14:16:50': 'Casa Giulietta', '2020-01-03 15:34:07': 'Santa Anastasia', '2020-01-03 16:47:26': 'Duomo', '2020-01-04 10:31:48': 'San Fermo', '2020-01-04 11:49:51': 'San Zeno'}
04BD40F2185080|{'2020-02-22 14:58:10': 'Castelvecchio', '2020-02-22 16:37:24': 'Arena', '2020-02-22 17:47:21': 'Casa Giulietta', '2020-02-23 14:14:19': 'Teatro Romano'}
04BD40F2185084|{'2020-02-22 09:48:36': 'Castelvecchio', '2020-02-22 10:58:04': 'Arena', '2020-02-22 11:44:19': 'Palazzo della Ragione', '2020-02-22 12:26:48': 'Casa Giulietta', '2020-02-22 14:00:58': 'Duomo', '2020-02-22 14:58:36': 'San Zeno'}
04BD41F2185080|{'2020-02-17 13:39:31': 'Arena', '2020-02-17 14:39:37': 'Castelvecchio', '2020-02-17 17:30:53': 'Tomba Giulietta'}
04BD43F2185080|{'2020-01-03 12:05:13': 'Arena', '2020-01-03 13:20:42': 'Casa Giulietta', '2020-01-03 15:05:14': 'Teatro Romano', '2020-01-03 16:09:28': 'Duomo', '2020-01-03 16:51:07': 'Santa Anastasia'}
04BD43F2185084|{'2020-01-19 11:29:43': 'Arena', '2020-01-19 12:08:22': 'Castelvecchio', '2020-01-19 12:46:01': 'Torre Lamberti', '2020-01-19 13:14:36': 'Casa Giulietta'}
04BD45F2185080|{'2020-01-13 14:34:39': 'Arena', '2020-01-13 15:36:50': 'Duomo'}
04BD47F2185084|{'2020-02-10 12:25:30': 'San Fermo', '2020-02-10 13:31:02': 'Arena', '2020-02-10 14:14:50': 'Castelvecchio'}
04BD48F2185080|{'2020-02-06 11:51:13': 'Arena', '2020-02-06 12:40:24': 'San Zeno', '2020-02-06 14:31:04': 'Castelvecchio', '2020-02-06 15:40:44': 'Casa Giulietta', '2020-02-06 16:36:24': 'Duomo', '2020-02-06 18:01:38': 'Teatro Romano'}
04BD49F2185080|{'2020-02-14 15:53:01': 'Arena', '2020-02-14 16:40:25': 'Casa Giulietta', '2020-02-14 17:38:38': 'Santa Anastasia', '2020-02-15 09:32:53': 'Tomba Giulietta'}
04BD4FF2185080|{'2020-02-22 11:30:36': 'Castelvecchio', '2020-02-22 13:40:45': 'Casa Giulietta', '2020-02-22 17:43:18': 'Arena'}
04BD56F2185080|{'2020-02-14 11:43:28': 'Arena', '2020-02-14 13:01:23': 'Casa Giulietta', '2020-02-14 13:37:10': 'Palazzo della Ragione', '2020-02-14 14:49:40': 'Santa Anastasia', '2020-02-14 15:30:02': 'Duomo', '2020-02-14 16:57:21': 'Teatro Romano'}
04BD57F2185080|{'2020-02-17 16:45:12': 'Arena', '2020-02-18 11:21:32': 'Teatro Romano', '2020-02-18 12:46:14': 'Santa Anastasia', '2020-02-18 14:58:24': 'Casa Giulietta', '2020-02-18 15:38:04': 'San Fermo'}
04BD5FF2185080|{'2020-02-06 11:29:48': 'Arena', '2020-02-06 12:28:22': 'San Fermo', '2020-02-06 13:02:30': 'Casa Giulietta', '2020-02-06 14:17:53': 'Santa Anastasia', '2020-02-06 15:34:39': 'Duomo'}
04BD60F2185080|{'2020-02-06 11:50:59': 'Arena', '2020-02-06 12:40:21': 'San Zeno', '2020-02-06 14:31:08': 'Castelvecchio', '2020-02-06 15:40:42': 'Casa Giulietta', '2020-02-06 16:36:26': 'Duomo', '2020-02-06 18:01:45': 'Teatro Romano'}
04BD61F2185080|{'2020-01-02 12:06:28': 'Arena', '2020-01-02 12:37:52': 'Castelvecchio', '2020-01-02 17:53:23': 'Casa Giulietta'}
04BD66F2185080|{'2020-02-07 09:39:31': 'Arena', '2020-02-07 16:01:36': 'Casa Giulietta'}
04BD68F2185080|{'2020-02-06 11:29:53': 'Arena', '2020-02-06 12:28:00': 'San Fermo', '2020-02-06 13:02:34': 'Casa Giulietta', '2020-02-06 14:17:51': 'Santa Anastasia', '2020-02-06 15:34:42': 'Duomo'}
04BD71F2185080|{'2020-01-01 13:37:01': 'Arena'}
04BD73F2185080|{'2020-02-22 12:33:23': 'Arena', '2020-02-22 13:00:00': 'Casa Giulietta'}
04BD76F2185080|{'2020-02-14 11:57:37': 'Arena', '2020-02-14 13:53:18': 'Casa Giulietta', '2020-02-14 14:48:31': 'Teatro Romano'}
04BD77F2185080|{'2020-02-12 12:52:36': 'Arena'}
04BD78F2185080|{'2020-02-15 08:55:55': 'Arena', '2020-02-15 10:16:17': 'Casa Giulietta'}
04BD7AF2185080|{'2020-01-03 11:47:17': 'Arena', '2020-01-03 12:40:41': 'San Fermo', '2020-01-03 15:45:30': 'Santa Anastasia', '2020-01-03 16:22:45': 'Duomo'}
04BD81F2185080|{'2020-02-14 16:04:44': 'Arena'}
04BD86F2185080|{'2020-02-06 10:54:26': 'Palazzo della Ragione', '2020-02-06 11:40:36': 'Santa Anastasia', '2020-02-06 12:40:10': 'Teatro Romano', '2020-02-06 14:57:48': 'Duomo'}
04BD89F2185080|{'2020-02-06 13:47:18': 'Arena', '2020-02-06 14:23:26': 'Castelvecchio', '2020-02-06 15:35:55': 'Casa Giulietta', '2020-02-06 16:20:31': 'Santa Anastasia', '2020-02-06 16:36:06': 'Duomo', '2020-02-06 17:31:52': 'Tomba Giulietta'}
04BD8EF2185080|{'2020-02-06 11:29:51': 'Arena', '2020-02-06 13:02:32': 'Casa Giulietta', '2020-02-06 14:17:27': 'Santa Anastasia', '2020-02-06 15:35:29': 'Duomo'}
04BD90F2185080|{'2020-02-23 09:39:42': 'Castelvecchio', '2020-02-23 10:29:43': 'Arena', '2020-02-23 11:08:14': 'Casa Giulietta', '2020-02-23 13:07:32': 'Teatro Romano'}
04BD96F2185080|{'2020-02-18 09:52:04': 'Arena', '2020-02-18 11:04:46': 'Castelvecchio', '2020-02-18 14:27:10': 'Casa Giulietta', '2020-02-18 15:05:49': 'Santa Anastasia', '2020-02-18 15:38:41': 'Duomo', '2020-02-18 16:54:17': 'Giardino Giusti'}
04BD9AF2185080|{'2020-01-01 12:17:32': 'Torre Lamberti', '2020-01-01 13:50:49': 'Casa Giulietta'}
04BD9EF2185080|{'2020-02-10 13:36:22': 'Casa Giulietta', '2020-02-10 14:14:06': 'Tomba Giulietta', '2020-02-10 14:58:44': 'Arena'}
04BDA4F2185080|{'2020-01-02 09:54:33': 'Arena', '2020-01-02 12:04:22': 'Tomba Giulietta', '2020-01-02 12:58:44': 'San Fermo', '2020-01-02 14:13:18': 'Teatro Romano'}
04BDA6F2185080|{'2020-02-11 12:10:24': 'Arena', '2020-02-11 12:58:25': 'San Fermo', '2020-02-11 15:54:35': 'Duomo', '2020-02-11 16:45:52': 'Teatro Romano', '2020-02-11 17:33:43': 'Casa Giulietta'}
04BDAFF2185080|{'2020-02-15 10:08:56': 'Arena', '2020-02-15 14:17:17': 'Casa Giulietta'}
04BDB4F2185080|{'2020-01-13 16:11:36': 'Arena', '2020-01-14 10:10:21': 'Casa Giulietta', '2020-01-14 10:36:22': 'Palazzo della Ragione', '2020-01-14 10:52:41': 'Torre Lamberti'}
04BDB7F2185080|{'2020-02-18 09:28:55': 'Arena', '2020-02-18 10:21:06': 'Santa Anastasia', '2020-02-18 10:36:15': 'Duomo', '2020-02-18 11:20:22': 'Casa Giulietta', '2020-02-18 12:41:01': 'San Fermo'}
04BDB8F2185080|{'2020-02-15 08:55:57': 'Arena', '2020-02-15 10:16:18': 'Casa Giulietta'}
04BDB9F2185080|{'2020-02-15 10:08:54': 'Arena', '2020-02-15 14:17:15': 'Casa Giulietta'}
04BDBFF2185080|{'2020-02-11 12:04:56': 'Arena', '2020-02-11 12:28:42': 'Museo Lapidario', '2020-02-11 13:04:10': 'Casa Giulietta', '2020-02-11 15:39:10': 'Museo Storia', '2020-02-11 16:23:17': 'Palazzo della Ragione'}
04BDC9F2185080|{'2020-02-10 10:39:48': 'San Zeno', '2020-02-10 11:39:55': 'Santa Anastasia', '2020-02-10 12:03:43': 'Duomo', '2020-02-10 14:20:08': 'Casa Giulietta', '2020-02-10 15:11:56': 'Arena', '2020-02-10 16:14:54': 'Teatro Romano'}
04BDCEF2185080|{'2020-02-11 12:37:44': 'Arena', '2020-02-11 13:35:54': 'Casa Giulietta', '2020-02-11 14:10:21': 'Santa Anastasia', '2020-02-11 14:29:01': 'Duomo', '2020-02-11 16:21:58': 'Castelvecchio'}
04BDCFF2185080|{'2020-02-13 11:46:27': 'Arena', '2020-02-13 12:56:12': 'San Fermo', '2020-02-13 14:02:21': 'Casa Giulietta', '2020-02-13 15:49:21': 'Teatro Romano'}
04BDD0F2185080|{'2020-02-22 11:48:24': 'Castelvecchio', '2020-02-22 12:53:52': 'Arena', '2020-02-22 13:52:59': 'Casa Giulietta', '2020-02-22 15:59:30': 'Duomo', '2020-02-22 16:23:33': 'Teatro Romano', '2020-02-22 17:19:41': 'Santa Anastasia'}
04BDD1F2185080|{'2020-02-08 10:14:53': 'Arena', '2020-02-08 10:49:44': 'Museo Lapidario', '2020-02-08 11:10:41': 'Castelvecchio', '2020-02-08 14:29:09': 'Duomo', '2020-02-08 15:11:08': 'Santa Anastasia', '2020-02-08 17:06:32': 'Casa Giulietta'}
04BDD2F2185080|{'2020-01-17 10:52:08': 'Arena', '2020-01-17 11:46:14': 'Casa Giulietta', '2020-01-17 12:28:10': 'San Fermo', '2020-01-17 14:34:04': 'Tomba Giulietta', '2020-01-17 16:26:32': 'Torre Lamberti', '2020-01-17 17:09:23': 'Palazzo della Ragione', '2020-01-17 17:58:41': 'Teatro Romano', '2020-01-18 08:43:05': 'Museo Lapidario'}
04BDDEF2185080|{'2020-02-23 10:17:16': 'Castelvecchio', '2020-02-23 11:51:29': 'Arena', '2020-02-23 13:07:14': 'San Zeno', '2020-02-23 15:11:57': 'Duomo', '2020-02-23 16:29:20': 'Teatro Romano'}
04BDDFF2185080|{'2020-02-11 12:37:45': 'Arena', '2020-02-11 13:35:53': 'Casa Giulietta', '2020-02-11 14:10:25': 'Santa Anastasia', '2020-02-11 14:28:58': 'Duomo', '2020-02-11 16:22:00': 'Castelvecchio'}
04BDE6F2185080|{'2020-02-18 09:52:05': 'Arena', '2020-02-18 11:04:45': 'Castelvecchio', '2020-02-18 14:27:12': 'Casa Giulietta', '2020-02-18 15:05:52': 'Santa Anastasia', '2020-02-18 15:38:45': 'Duomo', '2020-02-18 16:54:14': 'Giardino Giusti'}
04BDE9F2185080|{'2020-01-01 14:50:41': 'Castelvecchio', '2020-01-01 18:06:44': 'Torre Lamberti', '2020-01-02 10:37:06': 'Duomo', '2020-01-02 11:09:39': 'Casa Giulietta'}
04BDEEF2185080|{'2020-02-11 14:35:55': 'Tomba Giulietta', '2020-02-11 15:26:16': 'Arena', '2020-02-11 16:16:52': 'Castelvecchio', '2020-02-12 10:40:46': 'San Fermo', '2020-02-12 11:30:39': 'Casa Giulietta', '2020-02-12 11:58:53': 'Santa Anastasia', '2020-02-12 12:15:59': 'Duomo'}
04BDEFF2185080|{'2020-02-15 10:10:53': 'Arena', '2020-02-15 11:37:02': 'Casa Giulietta', '2020-02-15 12:27:16': 'Palazzo della Ragione', '2020-02-15 13:54:39': 'Castelvecchio', '2020-02-15 15:16:23': 'Teatro Romano', '2020-02-15 16:44:29': 'Santa Anastasia'}
